mol,pic50,smiles
CHEMBL2401973,5.123205024,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1[C@H]1CCOC1
CHEMBL2401974,5.548213564,CCC1C(=O)N(C)c2cnc(-n3ccnc3-c3ccccc3)nc2N1c1ccccc1
CHEMBL2401975,5.630784143,CCC1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1ccc(F)cc1
CHEMBL2402076,5.424812155,CCC1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1ccc(C#N)cc1
CHEMBL2402077,5.110138279,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccccc3)nc2N1c1cncnc1
CHEMBL2402078,5.061980903,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1cn[nH]c1
CHEMBL2402079,5.465973894,CCC1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1cc[nH]n1
CHEMBL2402080,5.482804102,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1cnn(C)c1
CHEMBL2402081,5.869666232,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1ccn(C)n1
CHEMBL2402082,4.540607512,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1ccnn1C
CHEMBL2402083,6.602059991,CC[C@@H]1C(=O)N(C)c2cnc(-c3cn[nH]c3-c3nccs3)nc2N1C1CCOCC1
CHEMBL2402084,5.850780887,CC[C@@H]1C(=O)N(C)c2cnc(-c3cn[nH]c3-c3nccs3)nc2N1[C@H]1CCOC1
CHEMBL2402085,5.518557371,CC[C@@H]1C(=O)N(C)c2cnc(-c3cn[nH]c3-c3nccs3)nc2N1c1cn[nH]c1
CHEMBL2402086,5.739928612,CCC1C(=O)N(C)c2cnc(-c3cn[nH]c3-c3nccs3)nc2N1c1cnn(C)c1
CHEMBL2407744,5,O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3ccc(C(=O)O)cc3)n[nH]c2c1
CHEMBL2407745,5,O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
CHEMBL2407746,5,O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3cccnc3)n[nH]c2c1
CHEMBL2407747,5,CCc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4cccnc4)n[nH]c3c1)C(=O)N2
CHEMBL2407748,5,COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4cccnc4)n[nH]c3c1)C(=O)N2
CHEMBL2407749,4,O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1
CHEMBL2407750,5,O=C1Nc2ccc(Cl)cc2/C1=C\c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1
CHEMBL2407893,5,Cc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccncc4)n[nH]c3c1)C(=O)N2
CHEMBL2407894,5,COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccncc4)n[nH]c3c1)C(=O)N2
CHEMBL2407895,5,O=C1Nc2ccc(O)cc2/C1=C\c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1
CHEMBL2407896,5,O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3ccccc3)n[nH]c2c1
CHEMBL2407897,5,CN(C)Cc1ccc(/C=C/c2n[nH]c3cc(/C=C4/C(=O)Nc5ccccc54)ccc23)cc1
CHEMBL2407898,5,COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccc(CN(C)C)cc4)n[nH]c3c1)C(=O)N2
CHEMBL2407899,5,CN1CCN(c2ccc(/C=C/c3n[nH]c4cc(/C=C5/C(=O)Nc6ccccc65)ccc34)cn2)CC1
CHEMBL2407900,5,COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2
CHEMBL2407903,5.443697499,COc1cc(/C=C2\C(=O)Nc3ccc(Br)cc32)cc(Cl)c1O
CHEMBL2407904,5,COc1cc(/C=C2\C(=O)N(C)c3ccc(Br)cc32)cc(Cl)c1O
CHEMBL2407905,5,COc1cc(/C=C2\C(=O)Nc3ccc(Br)cc32)cc(Br)c1OC
CHEMBL2407906,4.602059991,O=C1Nc2ccccc2/C1=C/c1cccc(O)c1
CHEMBL2407907,4.537602002,O=C1Nc2ccccc2/C1=C/c1ccccc1O
CHEMBL2407908,5,O=C1Nc2ccc(Br)cc2/C1=C/c1ccc(O)c(O)c1
CHEMBL2407909,4.537602002,O=C1Nc2ccccc2/C1=C\c1ccc2nn[nH]c2c1
CHEMBL2407910,4.698970004,O=C1Nc2ccccc2/C1=C/c1ccc2[nH]ncc2c1
CHEMBL2407911,4.619788758,O=C1Nc2ccccc2/C1=C\c1ccc2cn[nH]c2c1
CHEMBL2407912,4.823908741,O=C1Nc2ccc(F)cc2/C1=C\c1ccc2cn[nH]c2c1
CHEMBL2407913,4.823908741,O=C1Nc2ccc(F)cc2/C1=C/c1ccc2cn[nH]c2c1
CHEMBL2407914,5,O=C1Nc2ccc(Cl)cc2/C1=C\c1ccc2cn[nH]c2c1
CHEMBL2407915,4.585026652,O=C1Nc2cc(Cl)ccc2/C1=C\c1ccc2cn[nH]c2c1
CHEMBL2407916,5,COc1ccc2c(c1)/C(=C\c1ccc3cn[nH]c3c1)C(=O)N2
CHEMBL2407917,4.30980392,CNC(=O)c1ccc2c(c1)/C(=C\c1ccc3cn[nH]c3c1)C(=O)N2
CHEMBL2407918,5,CC(=O)Nc1ccc2c(c1)/C(=C\c1ccc3cn[nH]c3c1)C(=O)N2
CHEMBL2407919,5,CC(=O)Nc1ccc2c(c1)NC(=O)/C2=C/c1ccc2cn[nH]c2c1
CHEMBL241517,5,Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2scc(-c3ccc(F)c(Cl)c3)c12
CHEMBL241682,5,Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12
CHEMBL242237,6.13667714,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1
CHEMBL259084,4.27572413,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1
CHEMBL259380,4,Nc1nc(N)c2c(n1)NCCC(c1ccccc1)=N2
CHEMBL259381,4,Nc1nc(N)c2c(n1)NCCC(c1cccc(Cl)c1)=N2
CHEMBL260620,4,Nc1nc(N)c2c(n1)NCCC(c1ccc(Cl)cc1)=N2
CHEMBL261849,4.619788758,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1
CHEMBL262623,4,Nc1ncnc2c1N=C(c1ccccc1)CCN2
CHEMBL263902,4.301029996,Cc1cccc(C2=Nc3c(N)ncnc3NCC2)c1
CHEMBL28626,4.899629455,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
CHEMBL296586,4,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1
CHEMBL3104851,5.49757288,Cc1c(O)c(O)c2c(c1C=O)[C@@H]1O[C@H](O2)c2c(C)c(O)c(O)c(O)c2C1=O
CHEMBL3104852,4.522878745,COC1OC(=O)c2c(O)c(O)c(O)c(C)c21
CHEMBL3104853,4.522878745,COCc1c(C)c(O)c(O)c(O)c1C=O
CHEMBL3104854,4.928117993,Cc1c(O)c(O)c(O)c2c1COC2=O
CHEMBL3104855,5.199970641,Cc1c(O)c(O)c(O)c(C=O)c1-c1cc2c(C=O)c(C)c(O)c(O)c2o1
CHEMBL3109401,4,CC1=CCC[C@@H]2[C@@]1(C)CC[C@H](C)[C@@]2(C)CC1=C(O)C(=O)C=C(NCCC(C)C)C1=O
CHEMBL3109402,4,COc1cc2nc(C)oc2c(C[C@]2(C)[C@@H](C)CC[C@@]3(C)C(C)=CCC[C@H]32)c1O
CHEMBL3109404,4.663540266,COC(=O)c1cc(O)c(O)c(C[C@]2(C)[C@@H](C)CC[C@@]3(C)C(C)=CCC[C@H]32)c1
CHEMBL3109933,4,CN(C)C(=O)c1ccc(Nc2cc3c(cn2)cc(-c2cnn(C)c2)n3C(=O)OC(C)(C)C)c(Cl)c1
CHEMBL313578,4.602059991,O=C1Nc2ccccc2/C1=C/c1ccc(O)cc1
CHEMBL3217993,4,Nc1ccccc1NC(=O)c1ccc(COc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1
CHEMBL3218000,4,C#Cc1cccc(Nc2ncnc3ccc(OCc4ccc(C(=O)Nc5ccccc5N)cc4)cc23)c1
CHEMBL3218001,4.568636236,C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)Nc5ccccc5N)c4)cc23)c1
CHEMBL3218002,4,C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)NO)c4)cc23)c1
CHEMBL3260236,6.721246399,O=C(/C=C/c1ccccc1[N+](=O)[O-])NNC(=O)c1ccc2c(c1)OCCO2
CHEMBL3260241,7.522878745,COc1cccc(/C=C/C(=O)NNC(=O)c2ccc3c(c2)OCCO3)c1
CHEMBL3260242,5.809668302,O=C(/C=C/c1cccc([N+](=O)[O-])c1)NNC(=O)c1ccc2c(c1)OCCO2
CHEMBL3260243,6.229147988,O=C(/C=C/c1ccc(F)cc1)NNC(=O)c1ccc2c(c1)OCCO2
CHEMBL3260244,5.809668302,O=C(/C=C/c1ccc(Cl)cc1)NNC(=O)c1ccc2c(c1)OCCO2
CHEMBL3260246,5.978810701,Cc1ccc(/C=C/C(=O)NNC(=O)c2ccc3c(c2)OCCO3)cc1
CHEMBL3260247,6.721246399,COc1ccc(/C=C/C(=O)NNC(=O)c2ccc3c(c2)OCCO3)cc1
CHEMBL3260248,6.920818754,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)NNC(=O)c1ccc2c(c1)OCCO2
CHEMBL3260249,7.045757491,O=C(/C=C/c1ccccc1)NNC(=O)c1ccc2c(c1)OCCO2
CHEMBL3260250,5.63638802,Cc1ccccc1C(=O)O/N=C/C1=CC(=O)C(C(C)C)=CC1=O
CHEMBL3297762,5,CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4cccc(Cl)c4)cn32)C2CCCCC2)CC1
CHEMBL3298400,5,CC(C)(C)CNC(=O)CC1CNC(=O)c2cc(-c3ccsc3)cn21
CHEMBL3309990,5,Nc1nc2c3c(F)cccc3nc(Cc3ccc4c(c3)OCO4)n2n1
CHEMBL3309995,5,Nc1ccc2c(c1)nc(Cc1ccc3c(c1)OCO3)n1nc(N)nc21
CHEMBL3309997,5,OCCCNc1ccc2c(c1)nc(-c1ccc3c(c1)OCO3)n1ncnc21
CHEMBL3309998,5,Nc1nc2c3ccc(NCCO)cc3nc(Cc3ccc4c(c3)OCO4)n2n1
CHEMBL3310151,5,CN1CCN(c2cc(F)c3c(c2)nc(Cc2ccc4c(c2)OCO4)n2nc(N)nc32)CC1
CHEMBL3330410,4.301029996,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)C(c4ccsc4)N4CCCC4)cc23)c1
CHEMBL3344193,8.522878745,COc1cc(CNCc2ccncc2)ccc1OCc1ccc(Cl)cc1
CHEMBL3353340,4,O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1
CHEMBL3353347,4,CN(C)Cc1ccc(/C=C/c2n[nH]c3cc([C@@H]4C[C@@]45C(=O)Nc4ccccc45)ccc23)cc1
CHEMBL3358966,4,COc1cc(-c2nc(-c3c[nH]c4ccccc34)c[nH]c2=O)cc(OC)c1OC
CHEMBL3361128,4,O=C1/C(=C\c2ccc(O)c(O)c2)Oc2ccccc21
CHEMBL3394757,5.739928612,O=C(CCc1cn(CC(O)CN2CCCCC2)c2ccccc12)c1ccccc1
CHEMBL3394758,5.718966633,CCN(CC)CC(O)Cn1cc(C(=O)O)c2ccccc21
CHEMBL3394759,5.677780705,O=C(O)c1cn(CC(O)CN2CCCCC2)c2ccccc12
CHEMBL3394760,5.315154638,O=C(O)c1cn(CC(O)CN2CCCC2)c2ccccc12
CHEMBL3394761,5.459670525,CN1CCN(CC(O)Cn2cc(C(=O)O)c3ccccc32)CC1
CHEMBL3394762,5.578396073,CCN(CC)CC(O)Cn1cc(CC(=O)O)c2ccccc21
CHEMBL3394763,6.387216143,O=C(O)Cc1cn(CC(O)CN2CCCCC2)c2ccccc12
CHEMBL3394764,6.886056648,O=C(O)Cc1cn(CC(O)CN2CCCC2)c2ccccc12
CHEMBL3394765,5.725842151,CN1CCN(CC(O)Cn2cc(CC(=O)O)c3ccccc32)CC1
CHEMBL3394766,6.017728767,O=C(O)Cc1cn(CC(O)CN2CCOCC2)c2ccccc12
CHEMBL3394767,5.243363892,O=C(O)CCc1cn(CC(O)CN2CCCCC2)c2ccccc12
CHEMBL3394768,5.537602002,O=C(O)CCc1cn(CC(O)CN2CCCC2)c2ccccc12
CHEMBL3609304,7.266802735,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(=O)N2C
CHEMBL3609305,7.488116639,CC[C@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
CHEMBL3623375,5,CN(C)CCCNC(=O)c1csc2nc(-c3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)cn12
CHEMBL3651966,5,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1
CHEMBL3652219,8,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(=O)O)nn3C)CC4)c2)CC1
CHEMBL3652220,7.585026652,CNC(=O)c1nn(C)c2c1CCc1cnc(Nc3cc(N4CCN(C)CC4)ccc3OC)nc1-2
CHEMBL3652221,7.585026652,NC(=O)c1nn(CCF)c2c1CCc1cnc(Nc3ccccc3OC(F)(F)F)nc1-2
CHEMBL3652222,8.301029996,Cc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(=O)O)nn1C)CC2
CHEMBL3652223,7.337242168,CN(C)CCCN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1
CHEMBL3652224,8.15490196,COc1ccc(CO)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2
CHEMBL3660143,7.494850022,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc(N4CCN(C)CC4)ccc3OC(F)(F)F)nc2N1C1CCCC1
CHEMBL370199,5.096910013,COC(=O)C(=O)Nc1c(C(N)=O)sc2[nH]nc(C)c12
CHEMBL3702566,5.106904334,Cn1c(=O)c(Sc2ccc(F)cc2)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21
CHEMBL371239,4.698970004,CN1CCN(C(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)CC1
CHEMBL371242,4.698970004,CCCCNC(=O)c1cc2c(C)n[nH]c2s1
CHEMBL371695,4.638272164,Cc1n[nH]c2sc(C(N)=O)c(NC(=O)c3ccccc3Cl)c12
CHEMBL373001,4.795880017,Cc1n[nH]c2sc(C(=O)NCc3ccccc3)cc12
CHEMBL373751,6.099999035,COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC
CHEMBL3741589,5,O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1
CHEMBL374440,6.15490196,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C#N)s3)c2cc1OC
CHEMBL3745885,5,Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21
CHEMBL3785951,5,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cc(OC[C@@H]5CCCO5)ccc4F)c4c(N)ncnc43)C2)CC1
CHEMBL3798011,6,C[C@H](c1ccccc1)N1c2cc(-n3c(=O)[nH]c4ncccc43)ccc2C(=O)NC1(C)C
CHEMBL3809829,4,COc1cc(-c2cnn(C)c2)ccc1Nc1ncc2ccnc(N[C@@H](C)C(C)(C)C)c2n1
CHEMBL3814269,5.494850022,COc1ccc(Br)cc1/C=c1\sc2nc(=O)c(C)nn2c1=O
CHEMBL3814827,7.301029996,FC(F)(F)c1ccc(OC(CCNCc2ccccn2)c2ccccc2)cc1
CHEMBL382070,4,Cc1n[nH]c2sc(C(N)=O)c(NC(=O)c3cccs3)c12
CHEMBL3884319,5,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21
CHEMBL388978,6.26760624,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
CHEMBL3894219,4.732828272,CNC(=O)c1ccc(SC)cc1
CHEMBL3894239,4.171340103,NS(=O)(=O)c1cc(Br)c(NC(=S)NC(=O)c2ccccc2)c(Br)c1
CHEMBL3895334,3.397940009,CNC(=O)c1ccc2ncccc2c1
CHEMBL3896884,4.530177984,CCCOc1ccc(C(=O)NC)cc1
CHEMBL389745,5,COc1cc(-c2ccc3c(c2)Nc2ccc(C(C)(C)C(=O)Nc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1N
CHEMBL3899638,4.966576245,CCCc1ccc(C(=O)NC)cc1
CHEMBL3908492,3.455931956,CNC(=O)CN1C(=O)COc2ccc(C)cc21
CHEMBL3908694,4.782516056,CCCNc1ccc(C(=O)NC)cc1
CHEMBL3909741,6.785156152,CC(=O)N(c1ccccc1)c1nc(/C=N/OCCCCCCn2cncc2C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(C)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O)cs1
CHEMBL3910546,3.22184875,CNC(=O)c1cc(-c2ccccc2)n(-c2ccccc2)c1C
CHEMBL3916430,6.924453039,CC(=O)N(c1ccccc1)c1nc(/C=N/OCCCCCn2cncc2C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(C)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O)cs1
CHEMBL3917603,4.782516056,CCc1ccc(C(=O)NC)cc1
CHEMBL3925420,6.612610174,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCO/N=C/c1cnc(N(C)Cc2ccccc2)s1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL3929778,4.189095719,CCOc1ccc(C(=O)NC)cc1
CHEMBL3932104,4.505845406,CNC(=O)c1ccc(NC)cc1
CHEMBL3932992,3.903089987,CNC(=O)c1ccc(OC)cc1
CHEMBL3935387,7.494850022,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1ccccc1OCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL3943963,4.004364805,CNC(=O)c1ccc(OC)c2ccccc12
CHEMBL3944369,6.876148359,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCO/N=C/c1cnc(N(C)Cc2ccccc2)s1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL3944542,4.53165267,CC1=CC(=O)C(C(C)C)=C/C1=N/OC(=O)c1ccccc1C
CHEMBL3944580,3.602059991,CNC(=O)Cn1cc(-c2ccc(C)cc2)ncc1=O
CHEMBL3950880,6.826813732,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCO/N=C/c1cc(Cl)ccc1OCc1ccccn1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL3953093,7.026872146,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCO/N=C/c1cccn1-c1nccc(-c2cccs2)n1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL3954114,7.366531544,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1ccccc1-c1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL3956625,7.180456064,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1c(F)cccc1Oc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL3961841,3.420216403,CNC(=O)c1cc(-c2cccc(OC)c2)n[nH]1
CHEMBL3965583,6.8569852,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCc1ccccc1Oc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL3967183,3.522878745,CNC(=O)c1cc(OC)c2c(c1)OCCO2
CHEMBL3970781,5.065501549,CCCCc1ccc(C(=O)NC)cc1
CHEMBL3972485,3.982966661,CNC(=O)c1cccc2ccccc12
CHEMBL3975634,5.434979072,CN[C@H]1CC2OC([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(O)=NC4
CHEMBL3977234,6.8569852,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCCc1c(F)cccc1Oc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL3977826,3.494850022,CNC(=O)c1ccc(-c2noc(C)n2)cc1
CHEMBL3978875,3.32330639,CNC(=O)CSc1ncnc2sc(C)cc12
CHEMBL3979907,6.730487056,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCO/N=C/c1ccccc1-c1ccc(F)cc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL3985321,7.283996656,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1ccccc1Oc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL3987050,3.425968732,CNC(=O)c1cn(S(=O)(=O)c2ccccc2)c2ccccc12
CHEMBL402272,5.946537395,Nc1nccc(-c2cc3c([nH]2)CCNC3=O)n1
CHEMBL402548,5.455931956,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1
CHEMBL405233,4,Cc1ccc(C2=Nc3c(N)ncnc3NCC2)cc1
CHEMBL4063398,8.698970004,CC[C@@H]1c2c(C(N)=O)ncn2-c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
CHEMBL4065187,7.092588639,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1ccc(CCOCc2ccccc2)cc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL4066163,8.657577319,CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3cc(F)c(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
CHEMBL4067710,9.397940009,CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3cc(F)c(C(=O)NC4CCN(CC)CC4)cc3OC)nc2N1C(C)C
CHEMBL4068949,7.014124643,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1c(F)cccc1Oc1cccc(O)c1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL407265,4,Nc1ncnc2c1N=C(c1ccc(Cl)cc1)CCN2
CHEMBL4074112,8.677780705,CCOC(=O)c1ncn2c1[C@@H](CC)N(C1CCCC1)c1nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)ncc1-2
CHEMBL4074778,8.823908741,CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
CHEMBL407532,4,Nc1ncnc2c1N=C(c1cccc(Cl)c1)CCN2
CHEMBL4078098,8.886056648,CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3cc(F)c(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCCC1
CHEMBL4080819,6.359916269,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1c(F)cccc1Oc1cccc(OCc2ccccc2)c1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL4085036,7.346787486,CCNC(=O)c1ncn2c1[C@@H](CC)N(C1CCCC1)c1nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)ncc1-2
CHEMBL4085987,8.065501549,CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C(C)C
CHEMBL4088932,8.769551079,CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3cc(F)c(C(=O)NC4CN(C)C4)cc3OC)nc2N1C(C)C
CHEMBL4092848,6.951558196,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1ccc(CCO)cc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O
CHEMBL4093737,8.15490196,CC[C@@H]1c2c(C(=O)N(C)O)ncn2-c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
CHEMBL4094634,8.853871964,CC[C@@H]1c2c(C(=O)O)ncn2-c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
CHEMBL4095253,5,C=CS(=O)(=O)N1CCC[C@@H]1Cn1cc(-c2ccc3c(c2)OCO3)c2c(N)ncnc21
CHEMBL4096151,8.408935393,CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3cc(F)c(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C
CHEMBL4101459,8.657577319,CC[C@@H]1c2c(CO)ncn2-c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
