mol,pic50,smiles
CHEMBL560014,8.15490196,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccccc1Cl
CHEMBL560206,7.055517328,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccccc1CO
CHEMBL560488,8.30980392,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CO)cc1Cl
CHEMBL560808,7.552841969,CC(C)NCc1ccc([C@@H](C)Oc2cc(-c3cnc4ccccn34)sc2C(N)=O)c(Cl)c1
CHEMBL561286,7.920818754,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CNC2CC2)cc1Cl
CHEMBL562030,5,Cn1nc(C(=O)NCc2ccccc2)c2c1-c1nc(Nc3ccccc3)ncc1CC2
CHEMBL562104,5.375202421,CNC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccccc3)nc1-2
CHEMBL562764,7.455931956,NC(=O)c1sc(-c2cnc3ccccn23)cc1OCc1ccccc1Cl
CHEMBL563028,5,Cn1nc(C(=O)NC2CCCC2)c2c1-c1nc(Nc3ccccc3)ncc1CC2
CHEMBL563150,5,Cn1nc(C(=O)Nc2ccccc2)c2c1-c1nc(Nc3ccccc3)ncc1CC2
CHEMBL563363,7.677780705,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CNCCO)cc1Cl
CHEMBL563387,7.657577319,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CN(C)C)cc1Cl
CHEMBL563411,7.638272164,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CNC(C)(C)CO)cc1Cl
CHEMBL563447,8.13667714,C[C@@H](Oc1cc(-c2cnc3ccc(CO)cn23)sc1C(N)=O)c1ccccc1Cl
CHEMBL563469,7.886056648,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CN2CCC(F)CC2)cc1Cl
CHEMBL563989,6.677780705,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CNC(C)(C)C)cc1C1CC1
CHEMBL564067,7.568636236,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CN2CCC(O)CC2)cc1Cl
CHEMBL564431,7.657577319,NC(=O)c1sc(-c2cnc3ccccn23)cc1OCc1ccccc1C(F)(F)F
CHEMBL564529,7.602059991,C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccc(CNC2CCCC2)cc1Cl
CHEMBL564877,5.522878745,NC(=O)c1sc(-c2cnc(N)s2)cc1OCc1ccccc1C(F)(F)F
CHEMBL590109,5,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21
CHEMBL590769,4,O=C1Cc2cnc3ccnn3c2-c2ccccc2N1
CHEMBL591896,4,O=C1Cc2cnc3ccnn3c2-c2ncccc2N1
CHEMBL596598,4,COc1ccc2c(c1)NC(=O)Cc1cc3c(=O)n(C)c(=O)n(C)c3nc1-2
CHEMBL596807,4,O=C1Cc2cnc(Nc3ccc(Cl)cc3)nc2-c2ccccc2N1
CHEMBL596808,4,O=C1Cc2cnc(Nc3ccc([N+](=O)[O-])cc3)nc2-c2ccccc2N1
CHEMBL596988,5.602059991,COc1ccc(Nc2ncc3c(n2)-c2cnccc2NC(=O)C3)cc1
CHEMBL597005,4,COc1ccc2c(c1)NC(=O)Cc1cnc3ncnn3c1-2
CHEMBL597191,5.13667714,CCOc1ccc(Nc2ncc3c(n2)-c2ccc(OC)cc2NC(=O)C3)cc1
CHEMBL597207,4,O=C1Cc2cc3c(=O)[nH]c(=O)[nH]c3nc2-c2ccccc2N1
CHEMBL597393,6.853871964,COc1ccc2c(c1)NC(=O)Cc1cnc(Nc3ccc(OC)c(O)c3)nc1-2
CHEMBL597586,4,O=C1Cc2cnc(Nc3ccc(Br)cc3)nc2-c2ccccc2N1
CHEMBL597596,6.443697499,COc1ccc2c(c1)NC(=O)Cc1cnc(Nc3ccc(O)c(Cl)c3)nc1-2
CHEMBL597597,5.585026652,O=C1Cc2cnc(Nc3ccc(O)cc3)nc2-c2cnccc2N1
CHEMBL597754,5,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2
CHEMBL598000,5.031517051,O=C1Cc2cnc(Nc3ccc(O)c(Cl)c3)nc2-c2ccccc2N1
CHEMBL598024,4.823908741,O=C1Cc2cnc(Nc3ccc(I)cc3)nc2-c2ccccc2N1
CHEMBL598025,4.327902142,COc1ccc(Nc2ncc3c(n2)-c2ccccc2NC(=O)C3)cc1
CHEMBL598201,4.698970004,Cc1cc(O)ccc1Nc1ncc2c(n1)-c1ccccc1NC(=O)C2
CHEMBL598418,6.124938737,COc1ccc2c(c1)NC(=O)Cc1cnc(Nc3ccc(O)cc3)nc1-2
CHEMBL598431,4,O=C1Cc2cnc(Nc3ccc(O)c(Cl)c3)nc2-c2ncccc2N1
CHEMBL598434,4,O=C1Cc2cnc3cc(-c4ccccc4)nn3c2-c2cnccc2N1
CHEMBL598435,4,O=C1Cc2cnc3cc(-c4ccccc4)nn3c2-c2ncccc2N1
CHEMBL598633,4.259637311,O=C1Cc2cnc(Nc3ccc(O)cc3)nc2-c2ncccc2N1
CHEMBL598837,4,CCOc1ccc(Nc2ncc3c(n2)-c2ncccc2NC(=O)C3)cc1
CHEMBL599027,4,O=C1Cc2cnc(Nc3ccccc3Br)nc2-c2ccccc2N1
CHEMBL599055,4,Cn1c(=O)c2cc3c(nc2n(C)c1=O)-c1cnccc1NC(=O)C3
CHEMBL599056,4,Cn1c(=O)c2cc3c(nc2n(C)c1=O)-c1ncccc1NC(=O)C3
CHEMBL599224,5,CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1
CHEMBL599247,4,O=C1Cc2cnc3cc(-c4ccccc4)nn3c2-c2ccccc2N1
CHEMBL599248,4,COc1ccc2c(c1)NC(=O)Cc1cnc3ccnn3c1-2
CHEMBL599428,5,Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2
CHEMBL599446,5.853871964,O=C1Cc2cnc(Nc3ccc(O)c(Cl)c3)nc2-c2cnccc2N1
CHEMBL599666,4,COc1ccc2c(c1)NC(=O)Cc1cc3c(=O)[nH]c(=O)[nH]c3nc1-2
CHEMBL599844,4.13667714,O=C1Cc2cnc(Nc3ccccc3Cl)nc2-c2ccccc2N1
CHEMBL602043,5.638272164,O=C1Cc2cnc(Nc3cccc(O)c3)nc2-c2cnccc2N1
CHEMBL603255,4,O=C1Cc2cnc(Nc3ccccc3)nc2-c2ccccc2N1
CHEMBL603259,4.769551079,COc1ccc2c(c1)NC(=O)Cc1cnc3cc(-c4ccccc4)nn3c1-2
CHEMBL603481,4,Cn1c(=O)c2cc3c(nc2n(C)c1=O)-c1ccccc1NC(=O)C3
CHEMBL603545,4.853871964,O=C1Cc2cnc(Nc3ccccc3O)nc2-c2ccccc2N1
CHEMBL604087,5,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1OC
CHEMBL604545,4.721246399,O=C1Cc2cnc(Nc3cccc(O)c3)nc2-c2ccccc2N1
CHEMBL604712,5,CC(C)(C)C(=O)N1Cc2c(NC(=O)c3cc(F)cc(F)c3)n[nH]c2C1(C)C
CHEMBL604912,6.075720714,COc1ccc2c(c1)NC(=O)Cc1cnc(Nc3cccc(O)c3)nc1-2
CHEMBL605118,5.769551079,CCOc1ccc(Nc2ncc3c(n2)-c2cnccc2NC(=O)C3)cc1
CHEMBL605324,4,Cc1ccc(Nc2ncc3c(n2)-c2ccccc2NC(=O)C3)cc1
CHEMBL605841,4,O=C1Cc2cnc(Nc3ccc(O)cc3)nc2-c2ccccc2N1
CHEMBL606119,4,O=C1Cc2cc3c(=O)[nH]c(=O)[nH]c3nc2-c2cnccc2N1
CHEMBL606185,4,O=C1Cc2cnc(Nc3cccc(O)c3)nc2-c2ncccc2N1
CHEMBL606255,4,COc1ccc(Nc2ncc3c(n2)-c2ncccc2NC(=O)C3)cc1
CHEMBL606395,6.455931956,COc1ccc(Nc2ncc3c(n2)-c2ccc(OC)cc2NC(=O)C3)cc1
CHEMBL606410,4,CCOc1ccc(Nc2ncc3c(n2)-c2ccccc2NC(=O)C3)cc1
CHEMBL608427,4,O=C1Cc2cnc3ncnn3c2-c2ncccc2N1
CHEMBL610512,4,O=C1Cc2cc3c(=O)[nH]c(=O)[nH]c3nc2-c2ncccc2N1
CHEMBL6246,5.476253533,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
CHEMBL72365,5.337242168,O=C1Nc2ccc(I)cc2/C1=C/c1cc(Br)c(O)c(Br)c1
CHEMBL98350,5.688246139,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
